"","x","y"
"1197",-71.8,-16
"1198",-71.6,-16
"1199",-71.4,-16
"1200",-70.4,-16
"1201",-70.2,-16
"1202",-70,-16
"1203",-69.6,-16
"1204",-69.2,-16
"1205",-69,-16
"1206",-68.8,-16
"1207",-68.6,-16
"1208",-68.4,-16
"1209",-68.2,-16
"1210",-67.8,-16
"1211",-67.2,-16
"1212",-66.6,-16
"1213",-69.8,-16.2
"1214",-69.6,-16.2
"1215",-69.4,-16.2
"1216",-69.2,-16.2
"1217",-69,-16.2
"1218",-68.8,-16.2
"1219",-68.6,-16.2
"1220",-68.4,-16.2
"1221",-67.6,-16.2
"1222",-66.6,-16.2
"1223",-66.4,-16.2
"1224",-69.8,-16.4
"1225",-69.6,-16.4
"1226",-69.4,-16.4
"1227",-69.2,-16.4
"1228",-69,-16.4
"1229",-68.6,-16.4
"1230",-68.4,-16.4
"1231",-67.6,-16.4
"1232",-66.2,-16.4
"1233",-70.2,-16.6
"1234",-70,-16.6
"1235",-69.4,-16.6
"1236",-69.2,-16.6
"1237",-68.8,-16.6
"1238",-67.6,-16.6
"1239",-67.4,-16.6
"1240",-65.4,-16.6
"1241",-65.2,-16.6
"1242",-70,-16.8
"1243",-69.8,-16.8
"1244",-69.6,-16.8
"1245",-68.8,-16.8
"1246",-68.6,-16.8
"1247",-68,-16.8
"1248",-67.8,-16.8
"1249",-67.6,-16.8
"1250",-67.2,-16.8
"1251",-67,-16.8
"1252",-65.2,-16.8
"1253",-65,-16.8
"1254",-69.8,-17
"1255",-69.6,-17
"1256",-69.4,-17
"1257",-69.2,-17
"1258",-69,-17
"1259",-68.8,-17
"1260",-68.6,-17
"1261",-68,-17
"1262",-67.8,-17
"1263",-67,-17
"1264",-66.8,-17
"1265",-66.6,-17
"1266",-66.4,-17
"1267",-66.2,-17
"1268",-69.4,-17.2
"1269",-69,-17.2
"1270",-68.8,-17.2
"1271",-68.6,-17.2
"1272",-67.8,-17.2
"1273",-67,-17.2
"1274",-66.8,-17.2
"1275",-66.4,-17.2
"1276",-66.2,-17.2
"1277",-66,-17.2
"1278",-69.4,-17.4
"1279",-68.8,-17.4
"1280",-66.2,-17.4
"1281",-51.2,-17.4
"1282",-51,-17.4
"1283",-70,-17.6
"1284",-69.8,-17.6
"1285",-69.4,-17.6
"1286",-65.6,-17.6
"1287",-65.4,-17.6
"1288",-69.8,-17.8
"1289",-66.4,-17.8
"1290",-65.4,-17.8
"1291",-65.2,-17.8
"1292",-65,-17.8
"1293",-69.8,-18
"1294",-67.2,-18
"1295",-70.4,-18.2
"1296",-67.6,-18.2
"1297",-67.4,-18.2
"1298",-67.2,-18.2
"1299",-67,-18.2
"1300",-66.8,-18.2
"1301",-66.6,-18.2
"1302",-66.4,-18.2
"1303",-67.6,-18.4
"1304",-67.4,-18.4
"1305",-67.2,-18.4
"1306",-67,-18.4
"1307",-66.8,-18.4
"1308",-66.6,-18.4
"1309",-66.4,-18.4
"1310",-66.2,-18.4
"1311",-67.8,-18.6
"1312",-67.6,-18.6
"1313",-67.4,-18.6
"1314",-67.2,-18.6
"1315",-67,-18.6
"1316",-66.8,-18.6
"1317",-66.6,-18.6
"1318",-66.4,-18.6
"1319",-65.8,-18.6
"1320",-67.8,-18.8
"1321",-67.6,-18.8
"1322",-67.4,-18.8
"1323",-66.8,-18.8
"1324",-66.6,-18.8
"1325",-66.4,-18.8
"1326",-66,-18.8
"1327",-67.8,-19
"1328",-67.6,-19
"1329",-67.4,-19
"1330",-67,-19
"1331",-66.8,-19
"1332",-66.6,-19
"1333",-66.4,-19
"1334",-65.6,-19
"1335",-67.8,-19.2
"1336",-67.6,-19.2
"1337",-67.4,-19.2
"1338",-67.2,-19.2
"1339",-67,-19.2
"1340",-66.8,-19.2
"1341",-66.6,-19.2
"1342",-66.4,-19.2
"1343",-67.8,-19.4
"1344",-67.6,-19.4
"1345",-67.4,-19.4
"1346",-67.2,-19.4
"1347",-67,-19.4
"1348",-66.8,-19.4
"1349",-66.6,-19.4
"1350",-66.4,-19.4
"1351",-69,-19.6
"1352",-68,-19.6
"1353",-67.8,-19.6
"1354",-67.6,-19.6
"1355",-67.4,-19.6
"1356",-67.2,-19.6
"1357",-67,-19.6
"1358",-66.8,-19.6
"1359",-66.6,-19.6
"1360",-66.4,-19.6
"1361",-69,-19.8
"1362",-68.8,-19.8
"1363",-68,-19.8
"1364",-67.8,-19.8
"1365",-67.6,-19.8
"1366",-66.6,-19.8
"1367",-66.4,-19.8
"1368",-66.2,-19.8
"1369",-69.2,-20
"1370",-69,-20
"1371",-68.8,-20
"1372",-68.6,-20
"1373",-68.2,-20
"1374",-68,-20
"1375",-66.6,-20
"1376",-66.4,-20
"1377",-69.2,-20.2
"1378",-69,-20.2
"1379",-68.8,-20.2
"1380",-68.6,-20.2
"1381",-68.2,-20.2
"1382",-66.8,-20.2
"1383",-66.6,-20.2
"1384",-69.2,-20.4
"1385",-69,-20.4
"1386",-68.8,-20.4
"1387",-69.2,-20.6
"1388",-69,-20.6
"1389",-68.8,-20.6
"1390",-69,-20.8
"1391",-68.8,-20.8
"1392",-68.6,-20.8
"1393",-68.8,-21
"1394",-68.6,-21
"1395",-67.8,-21
"1396",-68.8,-21.2
"1397",-68.6,-21.2
"1398",-68.4,-21.2
"1399",-68.8,-21.4
"1400",-68,-21.4
"1401",-67.8,-21.4
"1402",-66.4,-21.4
"1403",-66.4,-21.6
"1404",-66.6,-21.8
"1405",-66.4,-21.8
"1406",-66.6,-22
"1407",-65.2,-22.2
"1408",-65,-22.2
"1409",-65.4,-22.4
"1410",-65.2,-22.4
"1411",-65,-22.4
"1412",-65.4,-22.6
"1413",-65.2,-22.6
"1414",-65,-22.6
"1415",-70.4,-22.8
"1416",-67.6,-22.8
"1417",-66.8,-22.8
"1418",-66.6,-22.8
"1419",-66.4,-22.8
"1420",-65.4,-22.8
"1421",-65.2,-22.8
"1422",-65.4,-23
"1423",-65.2,-23
"1424",-65,-23
"1425",-64.8,-23
"1426",-65.4,-23.2
"1427",-65.2,-23.2
"1428",-65,-23.2
"1429",-64.8,-23.2
"1430",-67.8,-23.4
"1431",-65.4,-23.4
"1432",-65.2,-23.4
"1433",-65,-23.4
"1434",-65.6,-23.8
"1435",-67.8,-24
"1436",-65.8,-24
"1437",-65.6,-24
"1438",-66.6,-24.2
"1439",-65.6,-24.2
"1440",-70.4,-24.4
"1441",-70.2,-24.4
"1442",-68.2,-24.4
"1443",-68,-24.4
"1444",-67.8,-24.4
"1445",-70.2,-24.6
"1446",-68.6,-24.6
"1447",-68.4,-24.6
"1448",-68.2,-24.6
"1449",-68,-24.6
"1450",-70.2,-24.8
"1451",-68.4,-24.8
"1452",-66.6,-25
"1453",-68.4,-25.2
"1454",-68.2,-25.2
"1455",-66.8,-25.2
"1456",-68.4,-25.4
"1457",-68,-25.4
"1458",-67.8,-25.4
"1459",-68.2,-25.6
"1460",-68,-25.6
"1461",-68.4,-26
"1462",-65.6,-26.6
"1463",-66,-26.8
"1464",-65.8,-26.8
"1465",-65.6,-26.8
"1466",-68.2,-27
"1467",-66,-27
"1468",-65.8,-27
"1469",-68.2,-27.2
"1470",-66,-27.2
"1471",-65.8,-27.2
"1472",-68.2,-27.4
"1473",-68.4,-27.6
"1474",-68.2,-27.6
"1475",-68.8,-28
"1476",-69,-28.2
"1477",-68.8,-28.2
"1478",-68.2,-28.2
"1479",-68,-28.2
"1480",-66,-28.4
"1481",-66,-28.6
"1482",-67.8,-28.8
"1483",-68.8,-29.8
"1484",-70,-30
"1485",-69.8,-30
"1486",-70,-30.2
"1487",-69.8,-30.2
"1488",-69.6,-30.2
"1489",-70,-30.4
"1490",-69.8,-30.4
"1491",-69.6,-30.4
"1492",-70,-30.6
"1493",-69.6,-30.6
"1494",-70,-31
"1495",-69,-31
"1496",-67.4,-31
"1497",-70,-31.2
"1498",-70,-31.4
"1499",-69,-31.4
"1500",-70,-31.6
"1501",-69.2,-31.6
"1502",-69,-31.6
"1503",-64.6,-31.6
"1504",-70,-31.8
"1505",-69.2,-31.8
"1506",-69,-31.8
"1507",-70,-32
"1508",-69.2,-32
"1509",-69,-32
"1510",-64.8,-32
"1511",-64.8,-32.2
"1512",-69.6,-33.4
"1513",-70.2,-36.6
"1514",-70.2,-36.8
"1515",-70.2,-37
"1516",-69,-38.8
"1517",-69.2,-39
"1518",-69,-39
"1519",-67.8,-39
"1520",-73,-46
"1521",-73,-46.2
"1522",-71.4,-46.2
"1523",-71.2,-46.2
"1524",-71,-46.2
"1525",-70.8,-46.2
"1526",-70.6,-46.2
"1527",-71.4,-46.6
"1528",-73.8,-46.8
"1529",-72,-46.8
"1530",-71.8,-46.8
"1531",-71.6,-46.8
"1532",-71.4,-46.8
"1533",-71.2,-46.8
"1534",-73.8,-47
"1535",-72,-47
"1536",-71.8,-47
"1537",-71.6,-47
"1538",-71.4,-47
"1539",-71.2,-47
"1540",-71,-47
"1541",-70.8,-47
"1542",-74,-47.2
"1543",-73.8,-47.2
"1544",-72.6,-47.4
"1545",-71.4,-47.4
"1546",-72,-48.2
"1547",-71.8,-48.2
"1548",-72.4,-48.6
"1549",-72.2,-48.6
"1550",-72,-48.6
"1551",-71.8,-48.6
"1552",-73.6,-48.8
"1553",-73.4,-48.8
"1554",-73.2,-48.8
"1555",-72.4,-48.8
"1556",-72.2,-48.8
"1557",-72,-48.8
"1558",-71.8,-48.8
"1559",-73.2,-49
"1560",-72.6,-49
"1561",-72.4,-49
"1562",-72.2,-49
"1563",-72.6,-49.2
"1564",-72.4,-49.2
"1565",-72.2,-49.2
"1566",-72.2,-50
"1567",-72,-50
"1568",-71.8,-50
"1569",-71.6,-50
"1570",-72.4,-50.2
"1571",-72.2,-50.2
"1572",-72,-50.8
"1573",-71.8,-50.8
"1574",-71.6,-50.8
"1575",-71.4,-50.8
"1576",-73.2,-51
